Course Subject,Course Number,Course Name,Course Description,See Also
ECON,533 -,Financial Economics,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,536 -,Economics of Taxation,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,537 -,Economics of Public Expenditure,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,542 -,International Economics: Trade Theory,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,543 -,International Economics: Finance,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,550 -,Economic History,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,561 -,Industrial Organization,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,562 -,The Corporate Economy,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,563 -,Economics of Regulation,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,564 -,"Game Theory, Information, and Economic Modelling",No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,565 -,The Economics of Professional Sport,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,581 -,Labour Economics,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,582 -,Economics of Personnel and Industrial Relations,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,583 -,"Employment, Earnings and Labour Market Policies",No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,585 -,Health Economics,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,591 -,Environmental Economics,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,593 -,Regional Economics,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,595 -,Economics of Transportation and Communications,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,596 -,Natural Resource Economics,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,597 -,Income Distribution and Economic Inequality,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,598 -,Advanced Topics in Economics,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,599 -,Advanced Topics in Economics,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ECON,596,Natural Resource Economics (3 credits),"This course focuses on the problems of the finiteness of the natural resources base in Canada and in the world, and on an analysis of the demand for and supply of natural resources and energy. The course also discusses the economic aspects of a selected group of conservation measures (financial incentives, reallocation of property rights, regulation).Note: Students who have received credit for this topic under a ECON 598 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,808,Reporting Research,"This course prepares students to report their research to various stakeholders of educational research, including funding agencies, other researchers, journal editors, policy makers, and the public. Students prepare various research-related documents, and provide peer reviews.Note: Students who have received credit for EDUC 800 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,809,Advanced Issues in Education,"This seminar explores one or more complex issues of education that has implications for Applied Linguistics, Child Studies, Educational Studies, and Educational Technology. During the course, students explore the research and popular literature on the topic, critically examine the epistemological, sociological, and theoretical bases of the literature, and relate the lessons learned to their own proposed research projects.Note: Students who have received credit for EDUC 801 or EDUC 805 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,890,Comprehensive Examination,EDUC 891 Doctoral Proposal (9 credits),http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,895,Doctoral Dissertation (48 credits),No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,810-,Educational Technology Area Tutorials,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,825-839,Child Studies Area Tutorials,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,840-854,Educational Studies Area Tutorials,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,855-869,Applied Linguistics Area Tutorials, EDUC 825-839 Child Studies Area Tutorials,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,840-854,Educational Studies Area Tutorials,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,855-869,Applied Linguistics Area Tutorials,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,810-,Educational Technology Area Tutorials,"Area tutorials in Educational Technology are selected from topics related to the application of technology to education and training. These include Human Performance Technology (HPT); theory, development and research in educational media; distance education; educational cybernetics, systems analysis and design; and human resources development.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,825-,Child Studies Area Tutorials,"Area tutorials in Child Studies are selected from topics that focus on children’s typical and atypical learning and development (e.g., social or cognitive development), in a variety of settings and contexts (e.g., early childhood environments, schools, after-school programs, recreation and community settings, families and peers, special education environments).",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,840-,Educational Studies Area Tutorials,"Area tutorials in Educational Studies consist of philosophical, historical, social psychological, sociological and anthropological aspects of education locally, nationally, and internationally. These may include, but are not limited to, comparative study or early childhood education thought and practice, multicultural education, policy and practice in diverse school settings, curriculum issues and indigenous knowledge, mediated learning environments, curriculum theory, moral education, issues of difference in sexual orientation, class, race, and gender.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,855-,Applied Linguistics Area Tutorials,Area tutorials in Applied Linguistics consist of a variety of topics related to second-language learning and teaching. More specifically they may focus on interlanguage development; teaching of pronunciation; role of routinization in language acquisition; acquisition of second language vocabulary; teaching and learning of second language phonology.,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,808,Reporting Research,"This course prepares students to report their research to various stakeholders of educational research, including funding agencies, other researchers, journal editors, policy makers, and the public. Students prepare various research-related documents, and provide peer reviews.
Note: Students who have received credit for EDUC 800 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,809,Advanced Issues in Education,"This seminar explores one or more complex issues of education that has implications for Applied Linguistics, Child Studies, Educational Studies, and Educational Technology. During the course, students explore the research and popular literature on the topic, critically examine the epistemological, sociological, and theoretical bases of the literature, and relate the lessons learned to their own proposed research projects.
Note: Students who have received credit for EDUC 801 or EDUC 805 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,890,Comprehensive Examination,EDUC 891 Doctoral Proposal (9 credits),http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,895,Doctoral Dissertation (48 credits),No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,810-,Educational Technology Area Tutorials,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,825-839,Child Studies Area Tutorials,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,840-854,Educational Studies Area Tutorials,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,855-869,Applied Linguistics Area Tutorials,EDUC 825-839 Child Studies Area Tutorials,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,840-854,Educational Studies Area Tutorials,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,855-869,Applied Linguistics Area Tutorials,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,810-,Educational Technology Area Tutorials,"Area tutorials in Educational Technology are selected from topics related to the application of technology to education and training. These include Human Performance Technology (HPT); theory, development and research in educational media; distance education; educational cybernetics, systems analysis and design; and human resources development.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,825-,Child Studies Area Tutorials,"Area tutorials in Child Studies are selected from topics that focus on children’s typical and atypical learning and development (e.g., social or cognitive development), in a variety of settings and contexts (e.g., early childhood environments, schools, after-school programs, recreation and community settings, families and peers, special education environments).",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,840-,Educational Studies Area Tutorials,"Area tutorials in Educational Studies consist of philosophical, historical, social psychological, sociological and anthropological aspects of education locally, nationally, and internationally. These may include, but are not limited to, comparative study or early childhood education thought and practice, multicultural education, policy and practice in diverse school settings, curriculum issues and indigenous knowledge, mediated learning environments, curriculum theory, moral education, issues of difference in sexual orientation, class, race, and gender.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
EDUC,855-,Applied Linguistics Area Tutorials,Area tutorials in Applied Linguistics consist of a variety of topics related to second-language learning and teaching. More specifically they may focus on interlanguage development; teaching of pronunciation; role of routinization in language acquisition; acquisition of second language vocabulary; teaching and learning of second language phonology.,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,604,Applied Language Studies," This course examines the different theoretical concepts and methods used to analyze and describe the linguistic structure of language, and explores ways in which these can be applied to the teaching of second languages. The course introduces students to the key concepts that characterize the different components of language, namely phonology, morphology, syntax and semantics, within an approach that recognizes that languages can be affected by the social, psychological, and pragmatic aspects of human behaviour.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,621,Issues in Second Language Acquisition," Research in second language acquisition (SLA) is surveyed in this course. Students read, critique, and discuss a number of research reports and survey articles on topics including research techniques in SLA, individual differences believed to affect success in second language learning (e.g., age, motivation), the systematicity of learner language (interlanguage, developmental sequences), the influence of learners’ first language on the structure of their interlanguage, the development of general theories of SLA. The course concludes with a discussion of SLA research carried out in classroom settings.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,660,Research Methods I," The principal aims of the course are to enable students better to evaluate reports of empirical research in the language sciences and to plan limited studies of their own. Emphasis is placed upon the logic of research designs, the nature of scientific proof, and the assumptions underlying data analytic procedures. Case studies of published research, readings and lectures illustrate the concepts of data, scales, models, sampling, theory, description, estimation and significance testing.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
Cluster,A:,Focus on Theory,Description not available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,623,Sociolinguistic Aspects of Bilingualism and Multilingualism," This course is an introduction to educational and sociolinguistic issues affecting the promotion and maintenance of individual and societal bilingualism, multilingualism, and multiculturalism. The societal consequences of being multilingual and multicultural and the perspectives of both students and educators in multilingual/multicultural language classrooms will be examined.
Note: Students who have received credit for APLI 642 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,624,Psycholinguistic Aspects of Second Language Acquisition,"Prerequisite: APLI 660 (previously or concurrently).
 This course examines issues in second language acquisition and bilingualism/multilingualism from a cognitive (psycholinguistic) perspective. The aim of the course is to familiarize students with basic psycholinguistic concepts of language representation and use, focusing on the learning of different aspects of language, the role of attention and memory in language acquisition, the development of language comprehension and production skills, and the cognitive consequences of bilingualism/multilingualism. Throughout the course, emphasis is given to understanding research methodologies used in psycholinguistic investigations.
Note: Students who have received credit for APLI 642 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,626,"Variationist Second Language Acquisition
","The acquisition of a second language is a process that is inherently variable due to factors such as the influence of the learner’s first language, the target language, extralinguistic variables, and other factors. This course examines the interplay of these variables, focusing on current research in variable second language acquisition and on the pedagogical implications and applications of this knowledge for second language teaching.
Note: Students who have received credit for this topic under an APLI 651 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,627,"Individual Differences in Second Language Acquisition
","The course provides an overview of learners’ individual differences in cognitive, social, affective, and motivational variables and the role of those differences in second language teaching and learning. Course topics may include language aptitude, motivation, learning and cognitive styles, personality, and language learning strategies. The course offers a research-based framework for understanding how individual differences impact language learning for different learners in various learning contexts. 
Note: Students who have received credit for this topic under an APLI 651 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,634,Cross-Linguistic Influence,"Prerequisite: APLI 604.
 This course provides an overview of different perspectives that have been taken on the ways previously learned languages affect the learning of subsequent languages. Topics include: the contrastive analysis and error analysis approaches; avoidance; markedness; selective, bidirectional, and conceptual transfer; and factors affecting cross-linguistic influence among trilingual and multilingual speakers. Throughout the course, the implications for language teaching of the theoretical perspectives and empirical findings are considered.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
Cluster,B:,Focus on Language,Description not available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,601,Phonological Aspects of Second Language Acquisition,"Prerequisite: APLI 604 (previously or concurrently).
 This course is an introduction to second language phonology, with emphasis on how theoretical knowledge and research can be applied to the teaching of pronunciation in traditional and computer-based environments. This course familiarizes students with the English sound system and associated phonetic phenomena, research in the development of second language phonology, and key concepts in phonemic representation, production and perception.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,610,Teaching and Learning Second Language Vocabulary,"Prerequisite: APLI 604 (previously or concurrently).
 The course provides an overview of research perspectives on second language vocabulary acquisition. Topics include the characteristics of lexis, the structure of the mental lexicon, implicit and explicit learning, and issues in assessment. The course also outlines a research-informed approach to instruction: in addition to examining both old and new techniques for teaching vocabulary, it explores developments in corpus linguistics that are relevant to vocabulary instruction and materials design.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,616,Pedagogical Grammar,"Prerequisite: APLI 604 (previously or concurrently).
 This course surveys the theoretical and empirical literature related to the teaching and learning of grammar in second language classrooms. Topics include the nature of pedagogical rules, the use of metalinguistic terminology, teachers’ knowledge and beliefs, learner characteristics, task types, and sequencing. Students also study a grammar structure in depth for which they subsequently develop, pilot, and critically evaluate a set of instructional materials.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,636,"Language Awareness
","This course focuses on current research and practice in language awareness relating to language teaching and learning for a variety of learners in different contexts. Topics may include the learning of first, second and additional languages, language teaching methodology, language teacher education, attitudes towards language, cross-linguistic and cross-cultural awareness, and critical language awareness. Throughout the course, emphasis is placed on both the theoretical and practical implications of language awareness. 
Note: Students who have received credit for this topic under an APLI 651 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,643,"Pragmatics and Second Language Acquisition
","The course provides an overview of pragmatics, which includes topics ranging from reference, implicature, presupposition, speech acts, information structure, and conversational structure. The course also provides a research-informed approach to the study of these topics in second language learning contexts, exploring developments in second language research that are relevant to the understanding of pragmatics.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
Cluster,C: F,on Pedagogy,Description not available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,625 ,"Language Speaking and Listening
","The course provides an overview of several topics in second language listening and speaking such as fluency, formulaic language, strategies, and inferencing. The course provides a research-informed approach to second language listening and speaking, exploring trends in second language acquisition research and pedagogy that are relevant to the understanding of skill development.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,630,Second Language Syllabus Design and Curriculum Planning," The aims of the course are to examine the evolution of the syllabus in second language teaching and to consider issues related to the development, planning and implementation of language programs in a range of educational settings. Topics include the history of second language teaching; current issues in pedagogical practice; assessment of student needs; and the design, sequencing, and evaluation of language teaching materials.
Note: Students who have received credit for APLI 638 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,635,Language Assessment," The course provides an overview of theory and research that informs language testing. Students explore historical developments in language assessment as well as current trends. The course enables them to critically evaluate a range of test types including standardized placement instruments, diagnostic tests, progress/achievement measures, and non-traditional assessment techniques. Students are guided in designing sample tests; they are also familiarized with established methods for analyzing test items and interpreting results.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,644,Technology in Language Learning,This course explores theoretical and applied issues related to the use of technology in second language learning and teaching. The principal aims of the course are to enable students to critically evaluate existing instructional uses of technology and to design methodologically sound technology-based materials for second language teaching. Emphasis is placed on developing skills needed for the integration of instructional technology into second language instruction.,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,646,Literacy," This course examines the development of reading and writing abilities in a second language, including the connections between the two. It discusses literacy issues pertaining to different age groups and proficiency levels, including university students acquiring advanced academic writing skills. Throughout the course, the implications for language teaching of the different theoretical and empirical findings will be considered.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,647,"Supervision of Practice Teaching
","This course is designed for students who have some ESL teaching experience and a particular interest in working in the field of teacher training. The course has both a practical and a theoretical component. In the practical component, students observe and assist novice ESL teachers; in the theoretical component, students meet weekly in an academic seminar.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,641,Research Methods II,"Prerequisite: APLI 660.
 The principal aims of the course are to enable students to evaluate the statistical information provided in reports of empirical research in the social sciences and use statistics in small scale studies. Emphasis is placed upon the logic of statistical tests, the assumptions underlying their use, and the interpretation of the results. The course also includes basic elements of data analysis and synthesis in research employing qualitative methodologies.
Note: Students who have received credit for this topic under an APLI 651 number may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,651,"Special Topics in Applied Linguistics
",This course provides an advanced treatment of specialized literature in an area of Applied Linguistics.,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,671,Reading Course in Applied Linguistics I,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,672,Reading Course in Applied Linguistics II,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,673,Reading Course in Applied Linguistics III,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,674,Reading Course in Applied Linguistics IV,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,675,Reading Course in Applied Linguistics V,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,672,Reading Course in Applied Linguistics II,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,673,Reading Course in Applied Linguistics III,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,674,Reading Course in Applied Linguistics IV,No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,675,Reading Course in Applied Linguistics V (6 credits),No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,690,"Thesis Proposal,APLI 691 Thesis (18 credits)",No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
APLI,696,Research Paper (12 credits),No description available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,600,Advanced Child Development," This course presents an overview of the theories that have helped to shape the field of child development. The impact of various theoretical approaches (e.g., psychoanalytic, cognitive, behavioral, social) is examined by providing perspectives on issues of both historical and contemporary importance.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,603,Seminar: Issues in Child Studies," This course provides students with an overview of the field of child studies. Students are introduced to diverse issues through the work of program faculty, invited scholars and student initiatives.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,605 ,Methods of Inquiry," This course introduces students to the philosophy, principles, and techniques in quantitative inquiry in the social sciences. Specifically, it focuses on the main quantitative methodologies of inquiry that are necessary for conducting research and interpreting data in child studies. The course covers techniques for addressing quantitative research questions in the field, including gathering, organizing, analyzing, and communicating data. Statistical techniques that are commonly used to address such questions are covered, with appropriate computer software for key methodologies. Laboratory work is provided to give students practical experience with such software.
Note: Students who have received credit for CHST 607 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,606 ,Methods of Inquiry," This course introduces students to the philosophy, principles, and approaches in qualitative inquiry in the social sciences. Specifically, it focuses on the main methodologies of inquiry that are necessary for conducting and interpreting qualitative data in child studies. The course covers techniques for addressing qualitative research questions in the field, including gathering, organizing, analyzing, and communicating data. Appropriate methods for the coding and analysis of qualitative data are covered, with laboratory work to support students’ practical experience with qualitative data.
Note: Students who have received credit for CHST 607 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,608,Field Observations,"Prerequisite: CHST 605 and CHST 606, or equivalent.
 This course addresses a range of observational techniques for observing children in their natural environments (e.g., running records, time and event sampling, rating scales). Students learn to use a variety of observational methods, analyze the information, and write reports. Students spend approximately 2-3 hours weekly in an appropriate setting to conduct the observations.
Note: Students who have received credit for CHST 604 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,610,Applied Cognition and Learning," This course provides an overview of the ways in which cognition has contributed to the understanding of how children engage in the content of school subjects, such as mathematics, science, literacy and history. Topics include general cognitive processes, such as memory, transfer, metacognition, and expertise, as well as those related to learning in specific content areas. The course examines ways in which theory and empirical findings can and have informed instructional practice.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,614,Social Processes," This course addresses issues regarding the development of critical social processes in the life of the child, which have implications for later functioning. Topics include the importance of early emotional development (e.g., attachment, temperament, emotional regulation) for social interaction, peer relations (e.g., friendships, bullying and victimization, prosocial behaviour), the development of self and social understanding, the role of play in development, and gender roles and socialization.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,618,Childhood Settings," This course examines a variety of extra-familial settings in which children and families function (e.g. child care, kindergarten, elementary school, after school programs, recreation programs, hospital settings, programs for children with special needs). Various aspects of these programs are examined such as mission statements, program philosophy, training requirements, regulations, and professional development requirements. Methods to evaluate the quality of the settings are presented. Students learn to analyze a specific program of their choosing and write a case study report. Guest lectures and field trips to different types of settings may form part of the course.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,620,Children’s Play: From Theory to Practice," This course introduces students to the topic of play with an emphasis on relating theory to practice. Historical and modern theories (e.g., psychoanalytic, cognitive, and social cognitive) of play are discussed. Various definitions and types of play that emanate from theoretical approaches and different approaches to measuring play are covered, as well as the relationship between children’s play and domains of development and culture, and curriculum and teaching. Issues related to designing developmentally appropriate play spaces and materials are examined.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,622,The Family," This course addresses major theoretical perspectives on family functioning and the nature of parenting (e.g., transitions to parenting, attachment, child rearing styles, parenting children with special needs) and family relationships (e.g., parent-child, sibling, grandparents). Issues related to the modern Canadian family are also discussed (e.g., single and adolescent parents, divorce and remarriage, parental employment, child care, transition to school, and diversity of family lifestyles).",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,624,Curriculum Models in Childhood Settings," This course examines principles and models of curriculum in relation to a range of early childhood settings, including daycare, after school programming, kindergarten, and elementary school. The focus is on analyzing current curriculum models from different perspectives as well as identifying and discussing issues related to curriculum design and implementation. Student interests and areas of study are taken into account in the selection of the readings, interactive curriculum materials, and resources.
Note: Students who have received credit for CHST 601 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,630,"Issues in Education: Language, Literacy, Numeracy, and Scientific Reasoning"," In this course, students reflect on specific aspects of cognitive development and their impact on education. Topics are offered on a rotating basis and may include the development of language, literacy, numeracy and/or scientific reasoning. The literature on selected topics is examined, with particular emphasis on both classic and current research.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,632,Issues in Inclusive and Special Education," This course examines theoretical issues in inclusive and special education and focuses on educational practices that provide all children with equitable access to learning. Curricula, policies and practices in educational settings are analyzed and provide students with an in-depth understanding so as to meet the needs of diverse learners.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,640,Special Topics in Child Studies,"Note: Subject matter varies from term to term and from year to year. Students may re-register for this course provided that the course content has changed. Changes in content are indicated by the letter following the course number, e.g., CHST 640A, CHST 640B, etc.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
Directed,Stud,Course,Description not available,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,650,Directed Study,Students may enrol in a directed study under faculty supervision in order to undertake specialized study of theoretical or research-related topics. Permission of the Graduate Program Director is required.,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,695,Internship Seminar and Field Placement,"Prerequisite: CHST 605 and CHST 606, or equivalent.
 The internship is designed to provide students with the opportunity to investigate an applied problem or topical issue in child studies. Course requirements include a seminar in both terms. In the first term, students are required to keep a journal, conduct on-site observations, and formulate a written proposal for the internship project. In the second term, students will conduct their project and maintain their journal. Students are required to spend a minimum of 75 hours in the field placement in the first term and an additional 125 hours (minimum) in their second term.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,696,Internship Report," The final report is a detailed record of the internship project and includes a description and analysis of all work produced for the field placement. In addition, all instruments, curricular materials, journal entries, and other supporting documents are included in the final report.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,697,Thesis Proposal," Under the supervision of a thesis supervisor, the student writes a proposal presenting a research topic; the overall goal of which is to demonstrate that the student is capable of undertaking an independent research project.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
CHST,698,Research and Thesis,The thesis consists of the formulation and presentation of the research results which are then defended before a committee consisting of the student’s supervisor and at least two other scholars from the department and/or scholars from relevant disciplines in other departments or institutions.,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ESTU,601,Philosophical Issues in Educational Research,"There are a number of important philosophical questions that lie behind the everyday practice of education research. The questions include: What does it mean to say that research in education is “scientific”? Is science (and, by extension, educational research) really value neutral and objective? What kinds of education research should count as legitimate? In the first part of the course, various definitions of science, for example, those of Karl Popper and Thomas Kuhn, and some influential critiques of the scientific enterprise are examined. In the second part of the course, some of the ongoing debates about appropriate research methods in education are analyzed.
Note: Students who have received credit for ADIP 501 or ETEC 507 or ETEC 607 may not take this course for credit.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ESTU,611,Philosophical Perspectives in Education,"This course is a forum for common inquiry and reflection upon issues that have deep significance for our lives as human beings, students, and educators. Some emphasis is placed on gaining an understanding of historically significant philosophical positions and their application to problems of teaching and education. However, the primary focus is on cultivating a desire and commitment to engage in philosophical thinking as it applies to matters of concern to teachers and teaching. The course is premised on a number of questions. These include but are not limited to: What is education? How do we understand education in its moral, ethical and spiritual dimensions? What role does education play (or have the potential of playing) in personal and social transformation? What is effective teaching and how can we cultivate the courage to teach effectively?",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ESTU,612,Historical Perspectives in Education,"This course acquaints students with a broad historical approach to a variety of significant educational issues. The emphasis will be placed on the examination of a number of critical components of modern educational thought and practice (comprising e.g., alternative schools of educational thought, politics and education, the changing curriculum, or the organization of schooling) as seen and presented in historical perspective.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ESTU,613,Anthropological Concepts and Methods in Education,The course introduces the students to qualitative methods in educational research. The first purpose is to review studies of education which utilize anthropological concepts and/or methods. The second purpose is to examine the three principal foci of qualitative research in the area: a. schools and their relations with the socio-cultural milieu in which they exist; b. the description and analysis of classroom processes; c. the study of individual pupils and educators. The third purpose is to assess the strengths and weaknesses of studies focusing on these areas. This includes describing and discussing some of the systematic methodological biases apparent in the literature and suggesting directions for future research.,http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ESTU,614,Social Psychological Foundations of Education,"The course provides a basic understanding of the ways in which psychologists examine and analyze human behaviour, collect and interpret data, develop theories and form generalizations. It is not intended as a general survey course in the area of educational psychology. Several topics in an area will be studied in order to exemplify the methods and techniques employed in the psychological analysis of behaviour in educational settings.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ESTU,615,Introduction to Research in Education,"By providing an overview of the commonly used research methods in education today, students gain the knowledge required to critique research that is reported in the education and social science literature. Topics include the nature of educational research, the different qualitative and quantitative research approaches, types of data collection, and knowledge of research ethics. Students gain experience in developing a research statement and writing a research proposal.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ESTU,635,Studies in Educational Change,"This course is concerned with the investigation and comparison of problems of education in the context of time and society. Concentrating on concrete “case studies” chosen from the 19th century and the contemporary period, it focuses on the principles on which systems of education are constructed, and their change or retention, in the broad socio-economic and ideological context.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
ESTU,644,School and Society,"This course is concerned with the family, the educational system, the economy and the polity, and with the relations between them. The main concern is with social institutions and the socialization process with which they are involved. Particular emphasis will be placed on the social class differentials in the conditions of socialization and educational opportunity, and on social class differentials in educational achievement.",http://www.concordia.ca/academics/graduate/calendar/current/fofa.html
