Course Subject,Course Number,Course Name,Course Description
COMS,534,"Advanced Topics in Film Studies
 Note: ", Note: Students who have received credit for this topic under COMS 517 may not take this course for credit.
COMS,535,"Communications, Development and Colonialism", This course discusses the role media can play in indigenous and international development. The concept of development communications is examined in the context of debates within neo-colonial and post-colonial theories.
COMS,537,"Race, Ethnicity and Media", This course addresses practical and theoretical issues of race and ethnicity that have become focal points for current debates in public cultural expression and media studies. The following themes are discussed: cultural/racial difference and its implications for media studies; the (mis)representation of multicultural and multiracial minorities in mainstream and alternative media; questions of access to arts and other cultural funding sources; implications of employment equity legislation in light of media budget cuts; and cross-cultural awareness programs vs. anti-racist training for media professionals. Theoretical readings which frame issues of cultural and racial representation are an integral part of this course.
COMS,538,Organizational Communication," This course considers major approaches to organizational communication in relation to shifting patterns of power, inequality and technological change. Topics include communication networks, organization culture, bureaucracy, systematically distorted communication, gendered communication, the impact of new communication technologies, and patterns of organizational dominance and resistance. Case studies of particular organizations are examined."
COMS,539,Political Communication," The relationships between forms of communication and political structures and processes are examined. Topics include freedom of expression, the role of communication in mediating conflict, the place of deliberation and debate in democracy, political campaigns and advertising, and the relationship between styles of communication and models of governance."
COMS,540,Acoustic Communication and Design," This course investigates contemporary theories of acoustic communication and design, such as Attali’s concept of noise, Schaeffer’s theory of the sound object, Schafer’s concept of soundscape, Chion’s cinema for the ear, and Augoyard’s repertoire of sound effects. Students engage in critical analysis of selected sound texts from various media."
COMS,541,Sexuality and Public Discourse," This course analyzes and explores the ways sexuality circulates in, and as, public discourses. Through a variety of conceptual formations and critical conceptualizations of ‘the public’ and ‘sexuality’, this course analyzes conceptually and critically how sexuality and the notion of the public are mutually constitutive. The seminar is interdisciplinary and draws upon works in feminist studies, queer theory, political philosophy, history, cultural studies and communication theory."
COMS,542,Advanced Topics in the Photographic Image," This course explores the themes and concerns associated with particular photographic practices. Through class discussion, visual materials, readings and writing projects, students develop a critical understanding of the history, language and aesthetics of the photographic image."
COMS,543,Film Criticism," This course provides an introduction to the assumptions, methodologies, and vocabularies implicit in important schools of popular and academic film criticism."
COMS,544,Reception Studies," This course examines recent theory and research trends in the area of media reception studies and audience agency. Topics may include discursive, institutional, observational and ethnographic approaches through readings, discussion, and the design and execution of field research projects."
COMS,545,Television Studies," This course examines recent research focusing on television. Topics may include technological and industrial changes, audience activity, new genres, and representational conventions."
COMS,546,Rhetoric and Communication," This course focuses upon communication as persuasive or as producing identification. Emphasis is placed upon the role of communication in civic affairs. Classical and contemporary approaches to rhetorical theory and criticism are examined.
Note: Students who have received credit for this topic under a COMS 530 number may not take this course for credit."
COMS,547,International Communication," This course explores historical and current parameters of international communications within the context of current global shifts in power/knowledge relations. Discussion topics are selected from among the following: key development and neo-colonial theories, cultural/media imperialism, globalization, the UN infrastructure, the Right to Communicate debates, national sovereignty issues, international broadcasting, cross-cultural audience reception research and effects theories, telediplomacy, the World Wide Web and the Internet, women as an international constituency group, and others."
COMS,548,Media Policy in Canada," This course acquaints the student with the historical development of media policy in Canada. It examines the government regulation of media as well as the strategies that have been put in place to foster and guide the development of media and cultural industries. It also considers the present state of broadcasting, telecommunications and internet policies in Canada, focusing on current problems and exploring alternative solutions."
COMS,553,Communication Ethics," This course allows students to confront issues of creative responsibility and ethical dilemmas in media practice. Emphasis is placed upon the relationship between production and theory at the level of ethical responsibility. Specific issues include ethical theories as applied to media, communication and information; the relationship of human values and technologies of information reproduction; the possibilities of critical media practice; identification of challenges emerging from experience in Communication Studies."
COMS,561,Communicative Performances and Interventions," This course examines how media can be used in order to intervene in social and cultural issues. Emphasis is placed on the performative character of interventions: they occur at a particular time and in a particular place, they are addressed to and seek to move particular audiences. Topics may include the history of performance strategies, the social and political character of aesthetic interventions, and the forms of such performances in relation to various media of communication."
COMS,580,Selected Topics in Communication Studies,Description not available
COMS,583,Internship in Communication Studies," This course makes it possible for students to observe, study and work in the communications media field of their choice under the supervision of a Communication Studies faculty member and a media professional in the field. Permission of the Graduate Program Director is required.
Note: There is no remuneration for students participating in internships, which involve 120 hours on site."
COMS,585,Directed Study in Communication Studies," This course may be repeated as COMS 586.
 Students may enrol in a directed study under faculty supervision in order to undertake a specialized study of research-related topics. Permission of the Graduate Program Director is required."
COMS,586,Directed Study in Communication Studies,"Prerequisite: COMS 585.
 Students may enrol in a directed study under faculty supervision in order to undertake a specialized study of research-related topics. Permission of the Graduate Program Director is required."
COMS,598,Advanced Topics in Communication Studies,Description not available
ECON,807,Doctoral Thesis ,Description not available
ECON,814,Workshop in Advanced Economic Theory,"Prerequisite: Permission of the department.The workshop is designed for PhD students who have successfully completed their comprehensive examinations and have expressed an interest in Economic Theory. The course involves lectures by participating faculty members and continues with presentations by students. These presentations may involve the student’s own work or an already published paper of great importance to the literature. Topics vary from year to year, with some years devoted to micro-topics and others to macro-topics.Note: Students who have received credit for this course under ECON 614 may not take this course for credit."
ECON,817,Advanced Macro Theory,"Prerequisite: ECON 616.The course deals with the New Classical and New Keynesian macroeconomics, rational expectations and disequilibrium approaches. Emphasis is placed on model solution techniques, optimal control theory, and stochastic processes. Recent developments in empirical estimation will also be dealt with.Note: Students who have received credit for ECON 617 may not take this course for credit."
ECON,858,Montreal Natural Resources and Environmental Economics Workshop,"Prerequisite: Permission of the department.This workshop, which is organized through the Centre Interuniversitaire de Recherche en Economie Quantiative (CIREQ), is intended for researchers and doctoral students in economics throughout Montreal who are interested in resource and environmental economics. The types of topics that may be dealt with, at an advanced level, are the economic theory of sustainable growth, green accounting, sunk costs and production constraints in natural resource exploitation, the irreversibility of environmental investment decisions, measures of biodiversity and their implications, the optimal order of extraction of natural resources, intertemporal depletion of spatially distributed nonrenewable resources, property rights and natural resource exploitation, applications of differential games to natural resource and environmental economics, and other related topics. The workshop is led by a team of researchers comprising professors from McGill University, Concordia University, Université de Montréal and HEC Montréal who will actively participate in each meeting. A regular and active participation is expected of the doctoral students and other researchers who would like to join this work group."
ECON,878,Workshop in Labour Economics,"Prerequisite: Permission of the department.The course covers topics related to specifying and estimating static and dynamic models of individual choice concerning education, occupation, labour supply, marriage, fertility, and immigration. Emphasis is placed on policy evaluation methods. The course covers both structural and nonstructural approaches. For each topic, theory, econometrics and applications are discussed. The course concludes with presentations by students of their on-going thesis work. The course is restricted to PhD students who plan to write a thesis in the field of labour economics. There is no textbook for this course. Instead, the course uses journal articles extensively to supplement the topics covered in the workshop."
ECON,613,Microeconomics II ,"Prerequisites: ECON 612 and 614.
 This course covers a number of topics in microeconomic theory. Main topics include general equilibrium theory and welfare economics, topics in the theory of information, contracts and principal-agent problems, and selected topics in game theory."
ECON,614,Game Theory,"Prerequisite: ECON 612.
 This course offers an in-depth coverage of some important topics in mostly non-cooperative but also cooperative game theory. Although formal reasoning, precise definitions and proofs are part of the course, emphasis is placed on the importance and use of the various concepts in economics. Main topics include Nash equilibrium and subgame perfection, correlated equilibria, rationalizability, zero sum games, repeated games, (perfect) Bayesian Nash equilibrium, core Shapley value, bargaining problems, and stable sets."
ECON,615,Macroeconomics I,"Prerequisites: ECON 503 and 525; or equivalent.
 The objective of this course is to introduce students to advanced theories and mathematical tools for rigorous analysis of various macroeconomic issues. Topics covered include consumption, investment, inflation and economic growth theories including Solow, Ramsey-Cass-Koopmans, and endogenous growth models."
ECON,616,Macroeconomics II,"Prerequisite: ECON 615.
 This course studies various issues in macroeconomic theory within a dynamic general equilibrium framework. Topics covered vary from year to year. However, the first part of the course is usually an initiation into useful techniques such as dynamic programming and the numerical methods."
ECON,618,Monetary Economics,"Prerequisite: ECON 615.
 This course includes the theory of money, monetary policy, payment systems, and banking. Among the available models, there will be a particular focus on the New Keynesian model as a framework to analyze monetary policy. Alternative models of money, such as search-theoretic models, are also studied."
ECON,619,Political Economy,"Prerequisites: ECON 614 and 615.
 This course studies how conflicts of interest are resolved through political institutions in democratic countries. In the first half of the course, tools and models that are useful in the analysis of voting and elections, bargaining in legislatures, and special interest politics are studied. In the second half, these tools are applied to examine: (1) how macroeconomic polices are made through the political process; (2) why inefficient policies may be chosen in the end; and (3) how constitutions (indirectly) shape public policy and consequently the economic outcomes of nations."
Economic,Deve,and Planning,Description not available
ECON,620,Development Planning I,"Prerequisites: ECON 501, 503 and ECON 525; or equivalent.
 This course deals with the main consistency models used in development planning. Aggregate macro-models, extensions of two-gap models and multisectoral consistency models are studied in detail. On the basis of case studies, special attention is given to the building of such models, to their limitations for policy users and to their possible improvement in the case of limited statistical information."
ECON,621,Development Planning II,"Prerequisites: ECON 501, 503 and 525; or equivalent.
 The main purpose of this course is the study of aggregate and disaggregate optimization models applied to development planning. The theoretical discussions are complemented with the use of these models to study different policy issues."
ECON,622,Economic Development,"Prerequisites: ECON 501, 503 and 525; or equivalent.
 Modern theories of economic development are presented. Topics include microeconomic reform and transition in developing economies, income inequality and enterprise and, foreign investment and technology flows as a means to development. In addition, analytical techniques used in the study of structure and functioning of developing economies are presented."
ECON,623,Growth and Development,"Prerequisites: ECON 501, 503 and 525; or equivalent.
 This course examines a series of models that are relevant to the study of economic growth and development. These two issues are studied from a macroeconomic perspective; that is, emphasis is placed on highly stylized models characterized by rational decision making within a dynamic environment."
ECON,624,Topics in Economic Development,"Prerequisites: ECON 501, 503 and 525; or equivalent.
 Why are some countries poor and others rich? What can account for cross-country differences in fertility and mortality rates? In gender gaps, civil war, and school attainment? Why did the industrial revolution start in Europe? Why did Europe colonize the rest of the world, rather than the other way around? Why are some former colonies (e.g., U.S., Canada) so much richer than others (e.g., India and Zimbabwe)? This course presents research which addresses these issues. While emphasis in on theoretical research where overlapping-generations models are used to generate multiple steady-state equilibria, empirical work is also examined."
ECON,642,Financial Economics I,"Prerequisites: ECON 501, 503 and 525; or equivalent.
 This course is the first of a two course sequence in financial economics, and is intended to provide an introduction to contemporary theoretical and empirical modeling in financial markets. The course provides a foundation for more advanced work in financial economics while allowing students without an exceptionally strong mathematical background to become familiar with the discipline. Theoretical topics include measures of risk aversion, stochastic dominance, individual portfolio choice under uncertainty, the capital asset pricing model (CAPM), and the arbitrage pricing theory (APT). Empirical topics include tests of CAPM and the APT, the efficient markets hypothesis, performance evaluation, and event test methodology."
ECON,643,Financial Economics II,"Prerequisites: ECON 642 and 680.
 This course is the second of a two course sequence in financial economics, and is intended to provide an introduction to several advanced topics in theoretical and empirical financial economics. Theoretical topics include the valuation of state contingent securities, dynamic asset pricing, and continuous time methods. Empirical topics include the time-series properties of returns, traditional structural estimation of asset pricing models of maximum-likelihood (ML) and the generalized method-of-moments (GMM), calibration and simulation, variance bounds tests, and an introduction to empirical methods for continuous time models."
ECON,656,Public Finance: Expenditure,"Prerequisites: ECON 501 and 525; or equivalent.
 This course deals with welfare economics and the role of the government in supplying goods. The principal topics are the optimal supply of public goods, voting mechanisms and models of preference revelation, consumer’s surplus, externalities in production and consumption, optimal pricing models, the theory of clubs, inequality, cost-benefit analysis, federalism and federal-provincial relations in Canada."
ECON,657,Public Finance: Taxation,"Prerequisites: ECON 501 525; or equivalent.
 This course analyzes both the descriptive and normative effects of alternative taxation policies on economic behaviour. In the descriptive part it deals with work-leisure choice, saving decisions and the incidence of the corporation income tax. The normative part deals with the optimality issues of income and commodity taxation. Emphasis is given to both analytical and policy considerations."
ECON,658,Environmental Economics,"Prerequisites: ECON 501, 525; or equivalent.
 This course deals with the inter-relationship between economics and the physical environment. The objective is to depict the problem of environmental quality as an economic problem. The course focuses on the use of concepts and instruments derived from public finance for the resolution of environmental issues. Numerous case studies are discussed."
ECON,661,International Trade,"Prerequisites: ECON 501, 525; or equivalent.
 This course provides a systematic treatment of neo-classical international trade theory, including the theory of comparative advantage, the theory and practice of commercial policy, trade and welfare, and customs union theory. The course emphasizes the interaction of trade theory with policy questions."
ECON,662,International Monetary Economics,"Prerequisites: ECON 501, 503 and 525; or equivalent.
 This course deals with the specific issues resulting from balance of payments and exchange rates adjustments for open economies. Topics covered in this field include monetary and fiscal policies for external and internal balance, the international transmission of disturbances and adjustments mechanisms, the current account, international capital flows, the foreign exchange markets and the international monetary system."
ECON,673,Industrial Organization,"Prerequisites: ECON 501, 525; or equivalent.
 This course surveys economic models of industrial behaviour. Topics covered include theories of oligopoly, effects of potential entry, product differentiation, advertising, technological change, vertical integration, monopoly and merger issues."
ECON,674,Economics of Regulation,"Prerequisites: ECON 501, 525; or equivalent.
 This course examines economic theories of regulation as applied to monopolized and competitive industries, together with their policy implications. Topics covered include natural monopoly, contestable markets, effects of “traditional” regulation (such as rate of return and Ramsey pricing), together with an examination of recent theories of optimal regulation under asymmetric information. Topics in the regulation of industries include minimum quality standards, licensing, and predatory business practices."
ECON,677,Labour Economics I,"Prerequisites: ECON 501, 525; or equivalent.
 This course covers selected topics in the field of labour economics. The focus of the course is on microeconomic analyses and issues. The emphasis is on the application of some of the ideas from the theories of information, uncertainty, and incentives to the understanding of labour markets and institutions. Topics covered include wage and wage differentials, discrimination, human capital, life-cycle models of labour markets, effects of asymmetric information, self-enforcing implicit contracts, efficiency wage models, principal-agent problems, team production and tournaments."
ECON,678,Labour Economics II,"Prerequisites: ECON 612 and ECON 680.
 The main objective of this course is to examine a relatively small number of topics in modern labour economics and, ultimately, their empirical and econometric application. The topics covered include static and dynamic models of labour supply, dynamic models of job search and job matching, econometric analysis of labour market transition data, unemployment insurance, and unemployment theories."
ECON,680,Econometric Theory I,"Prerequisites: ECON 521 and 525; or equivalent.
 The general aim of this course is to discuss some of the fundamental methods of econometrics and their theoretical justification. The course begins with a mathematical and statistical review and moves on to a thorough discussion of the general theory of least squares (including instrumental variables) and maximum-likelihood, their justification and associated tests of significance. Applications include linear, single-equation and simultaneous equations models, some non-linear models, and specification analysis. Students are expected to undertake various exercises, including computer-based applications."
ECON,681,Econometric Theory II,"Prerequisite: ECON 680.
 This course covers advanced topics in estimation and inference in non-linear econometric models including asymptotic theory, generalized method of moments, quasi-maximum likelihood, simulation based methods, non-parametric and semiparametric estimation, bootstrap methods and robust estimators."
ECON,682,Applied Econometrics: Time-Series,"Prerequisite: ECON 680.
 This course provides an introduction to statistical techniques for analyzing time-series data. Topics include Box-Jenkins methodology, spectral analysis, forecasting, tests for unit roots, multivariate time-series analysis: vector autoregressions, causality, co-integration, and nonlinear time-series models such as ARCH models."
ECON,683,Applied Econometrics: Microeconometrics,"Prerequisites: ECON 680 or equivalent, and one successfully completed graduate level course in econometrics, or permission of the instructor.
 This course provides an introduction to statistical techniques and practical aspects of microeconometric analysis. Topics include binary response models, censored and truncated regression models, analysis of categorical survey data, instrumental variables, treatment effects, panel data models with fixed and random effects, analysis of transition data, estimation by simulation, and estimation of dynamic programming models."
ECON,690,Mathematical Economics,Description not available
"Research,",Thes,and Preliminary Examinations,Description not available
ECON,694,Reading Courses in Economics, With the permission of the Graduate Studies Committee a supervised reading course in a specialized area in which no course is offered by the Department.
ECON,695,Seminar in a Special Topic, Recent Special Topics have included: ECON 695C: Monetary Economics; ECON 695D: Game Theory; ECON 695E: Workshop in Advanced Economic Theory; ECON 695G: Applied Industrial Organization; ECON 695H: Empirical Trade; ECON 695J: Political Economics; ECON 695K: Natural Resources and Environmental Economics Workshop.
ECON,703,Master’s Research Paper,"No description available"
ECON,501,"- Advanced Microeconomic Theory","No description available"
ECON,503 - ,Advanced Macroeconomic Theory,"No description available"
ECON,509 - ,History of Economic Thought I,"No description available"
ECON,510 - ,History of Economic Thought II,"No description available"
ECON,513 - ,Economic Growth and Fluctuations,"No description available"
ECON,514 - ,Economic Development: Policy Analysis,"No description available"
ECON,521 - ,Econometrics I,"No description available"
ECON,522 - ,Econometrics II,"No description available"
ECON,523 - ,Applied Econometrics,"No description available"
ECON,525 - ,Mathematics for Advanced Study in Economics,"No description available"
ECON,532 - ,Monetary Theory,"No description available"
ECON,533 - ,Financial Economics,"No description available"
ECON,536 - ,Economics of Taxation,"No description available"
ECON,537 - ,Economics of Public Expenditure,"No description available"
ECON,542 - ,International Economics: Trade Theory,"No description available"
ECON,543 - ,International Economics: Finance,"No description available"
ECON,550 - ,Economic History,"No description available"
ECON,561 - ,Industrial Organization,"No description available"
ECON,562 - ,The Corporate Economy,"No description available"
ECON,563 - ,Economics of Regulation,"No description available"
ECON,564 - ,"Game Theory, Information, and Economic Modelling","No description available"
ECON,565 - ,The Economics of Professional Sport,"No description available"
ECON,581 - ,Labour Economics,"No description available"
ECON,582 - ,Economics of Personnel and Industrial Relations,"No description available"
ECON,583 - ,"Employment, Earnings and Labour Market Policies","No description available"
ECON,585 - ,Health Economics,"No description available"
ECON,591 - ,Environmental Economics,"No description available"
ECON,593 - ,Regional Economics,"No description available"
ECON,595 - ,Economics of Transportation and Communications,"No description available"
ECON,596 - ,Natural Resource Economics,"No description available"
ECON,597 - ,Income Distribution and Economic Inequality,"No description available"
ECON,598 - ,Advanced Topics in Economics,"No description available"
ECON,599 - ,"Advanced Topics in Economics, ECON 503 - Advanced Macroeconomic Theory","No description available"
ECON,509 - ,History of Economic Thought I,"No description available"
ECON,510 - ,History of Economic Thought II,"No description available"
ECON,513 - ,Economic Growth and Fluctuations,"No description available"
ECON,514 - ,Economic Development: Policy Analysis,"No description available"
ECON,521 - ,Econometrics I,"No description available"
ECON,522 - ,Econometrics II,"No description available"
ECON,523 - ,Applied Econometrics,"No description available"
ECON,525 - ,Mathematics for Advanced Study in Economics,"No description available"
ECON,532 - ,Monetary Theory,"No description available"
ECON,533 - ,Financial Economics,"No description available"
ECON,536 - ,Economics of Taxation,"No description available"
ECON,537 - ,Economics of Public Expenditure,"No description available"
ECON,542 - ,International Economics: Trade Theory,"No description available"
ECON,543 - ,International Economics: Finance,"No description available"
ECON,550 - ,Economic History,"No description available"
ECON,561 - ,Industrial Organization,"No description available"
ECON,562 - ,The Corporate Economy,"No description available"
ECON,563 - ,Economics of Regulation,"No description available"
ECON,564 - ,"Game Theory, Information, and Economic Modelling","No description available"
ECON,565 - ,The Economics of Professional Sport,"No description available"
ECON,581 - ,Labour Economics,"No description available"
ECON,582 - ,Economics of Personnel and Industrial Relations,"No description available"
ECON,583 - ,"Employment, Earnings and Labour Market Policies","No description available"
ECON,585 - ,Health Economics,"No description available"
ECON,591 - ,Environmental Economics,"No description available"
ECON,593 - ,Regional Economics,"No description available"
ECON,595 - ,Economics of Transportation and Communications,"No description available"
ECON,596 - ,Natural Resource Economics,"No description available"
ECON,597 - ,Income Distribution and Economic Inequality,"No description available"
ECON,598 - ,Advanced Topics in Economics,"No description available"
ECON,599 - ,Advanced Topics in Economics,"No description available"
ECON,596,Natural Resource Economics (3 credits),"This course focuses on the problems of the finiteness of the natural resources base in Canada and in the world, and on an analysis of the demand for and supply of natural resources and energy. The course also discusses the economic aspects of a selected group of conservation measures (financial incentives, reallocation of property rights, regulation).Note: Students who have received credit for this topic under a ECON 598 number may not take this course for credit."
EDUC,808,Reporting Research,"This course prepares students to report their research to various stakeholders of educational research, including funding agencies, other researchers, journal editors, policy makers, and the public. Students prepare various research-related documents, and provide peer reviews.Note: Students who have received credit for EDUC 800 may not take this course for credit."
EDUC,809,Advanced Issues in Education,"This seminar explores one or more complex issues of education that has implications for Applied Linguistics, Child Studies, Educational Studies, and Educational Technology. During the course, students explore the research and popular literature on the topic, critically examine the epistemological, sociological, and theoretical bases of the literature, and relate the lessons learned to their own proposed research projects.Note: Students who have received credit for EDUC 801 or EDUC 805 may not take this course for credit."
EDUC,890,Comprehensive Examination,"EDUC 891 Doctoral Proposal (9 credits)"
EDUC,895,Doctoral Dissertation (48 credits),"No description available"
EDUC,810-,"Educational Technology Area Tutorials","No description available"
EDUC,825-839,Child Studies Area Tutorials ,"No description available"
EDUC,840-854,Educational Studies Area Tutorials ,"No description available"
EDUC,855-869,Applied Linguistics Area Tutorials," EDUC 825-839 Child Studies Area Tutorials"
EDUC,840-854,Educational Studies Area Tutorials ,"No description available"
EDUC,855-869,Applied Linguistics Area Tutorials,"No description available"
EDUC,810-,Educational Technology Area Tutorials,"Area tutorials in Educational Technology are selected from topics related to the application of technology to education and training. These include Human Performance Technology (HPT); theory, development and research in educational media; distance education; educational cybernetics, systems analysis and design; and human resources development."
EDUC,825-,Child Studies Area Tutorials ,"Area tutorials in Child Studies are selected from topics that focus on children’s typical and atypical learning and development (e.g., social or cognitive development), in a variety of settings and contexts (e.g., early childhood environments, schools, after-school programs, recreation and community settings, families and peers, special education environments)."
EDUC,840-,Educational Studies Area Tutorials ,"Area tutorials in Educational Studies consist of philosophical, historical, social psychological, sociological and anthropological aspects of education locally, nationally, and internationally. These may include, but are not limited to, comparative study or early childhood education thought and practice, multicultural education, policy and practice in diverse school settings, curriculum issues and indigenous knowledge, mediated learning environments, curriculum theory, moral education, issues of difference in sexual orientation, class, race, and gender."
EDUC,855-,Applied Linguistics Area Tutorials ,Area tutorials in Applied Linguistics consist of a variety of topics related to second-language learning and teaching. More specifically they may focus on interlanguage development; teaching of pronunciation; role of routinization in language acquisition; acquisition of second language vocabulary; teaching and learning of second language phonology.
EDUC,808,Reporting Research,"This course prepares students to report their research to various stakeholders of educational research, including funding agencies, other researchers, journal editors, policy makers, and the public. Students prepare various research-related documents, and provide peer reviews.
Note: Students who have received credit for EDUC 800 may not take this course for credit."
EDUC,809,Advanced Issues in Education,"This seminar explores one or more complex issues of education that has implications for Applied Linguistics, Child Studies, Educational Studies, and Educational Technology. During the course, students explore the research and popular literature on the topic, critically examine the epistemological, sociological, and theoretical bases of the literature, and relate the lessons learned to their own proposed research projects.
Note: Students who have received credit for EDUC 801 or EDUC 805 may not take this course for credit."
EDUC,890,Comprehensive Examination,EDUC 891 Doctoral Proposal (9 credits)
EDUC,895,Doctoral Dissertation (48 credits),"No description available"
EDUC,810-,Educational Technology Area Tutorials,"No description available"
EDUC,825-839,Child Studies Area Tutorials,"No description available"
EDUC,840-854,Educational Studies Area Tutorials,"No description available"
EDUC,855-869,Applied Linguistics Area Tutorials,EDUC 825-839 Child Studies Area Tutorials
EDUC,840-854,Educational Studies Area Tutorials ,"No description available"
EDUC,855-869,Applied Linguistics Area Tutorials,"No description available"
EDUC,810-,Educational Technology Area Tutorials,"Area tutorials in Educational Technology are selected from topics related to the application of technology to education and training. These include Human Performance Technology (HPT); theory, development and research in educational media; distance education; educational cybernetics, systems analysis and design; and human resources development."
EDUC,825-,Child Studies Area Tutorials ,"Area tutorials in Child Studies are selected from topics that focus on children’s typical and atypical learning and development (e.g., social or cognitive development), in a variety of settings and contexts (e.g., early childhood environments, schools, after-school programs, recreation and community settings, families and peers, special education environments)."
EDUC,840-,Educational Studies Area Tutorials ,"Area tutorials in Educational Studies consist of philosophical, historical, social psychological, sociological and anthropological aspects of education locally, nationally, and internationally. These may include, but are not limited to, comparative study or early childhood education thought and practice, multicultural education, policy and practice in diverse school settings, curriculum issues and indigenous knowledge, mediated learning environments, curriculum theory, moral education, issues of difference in sexual orientation, class, race, and gender."
EDUC,855-,Applied Linguistics Area Tutorials ,Area tutorials in Applied Linguistics consist of a variety of topics related to second-language learning and teaching. More specifically they may focus on interlanguage development; teaching of pronunciation; role of routinization in language acquisition; acquisition of second language vocabulary; teaching and learning of second language phonology.
APLI,604,Applied Language Studies," This course examines the different theoretical concepts and methods used to analyze and describe the linguistic structure of language, and explores ways in which these can be applied to the teaching of second languages. The course introduces students to the key concepts that characterize the different components of language, namely phonology, morphology, syntax and semantics, within an approach that recognizes that languages can be affected by the social, psychological, and pragmatic aspects of human behaviour."
APLI,621,Issues in Second Language Acquisition," Research in second language acquisition (SLA) is surveyed in this course. Students read, critique, and discuss a number of research reports and survey articles on topics including research techniques in SLA, individual differences believed to affect success in second language learning (e.g., age, motivation), the systematicity of learner language (interlanguage, developmental sequences), the influence of learners’ first language on the structure of their interlanguage, the development of general theories of SLA. The course concludes with a discussion of SLA research carried out in classroom settings."
APLI,660,Research Methods I," The principal aims of the course are to enable students better to evaluate reports of empirical research in the language sciences and to plan limited studies of their own. Emphasis is placed upon the logic of research designs, the nature of scientific proof, and the assumptions underlying data analytic procedures. Case studies of published research, readings and lectures illustrate the concepts of data, scales, models, sampling, theory, description, estimation and significance testing."
Cluster,A:,Focus on Theory,Description not available
APLI,623,Sociolinguistic Aspects of Bilingualism and Multilingualism," This course is an introduction to educational and sociolinguistic issues affecting the promotion and maintenance of individual and societal bilingualism, multilingualism, and multiculturalism. The societal consequences of being multilingual and multicultural and the perspectives of both students and educators in multilingual/multicultural language classrooms will be examined.
Note: Students who have received credit for APLI 642 may not take this course for credit."
APLI,624,Psycholinguistic Aspects of Second Language Acquisition,"Prerequisite: APLI 660 (previously or concurrently).
 This course examines issues in second language acquisition and bilingualism/multilingualism from a cognitive (psycholinguistic) perspective. The aim of the course is to familiarize students with basic psycholinguistic concepts of language representation and use, focusing on the learning of different aspects of language, the role of attention and memory in language acquisition, the development of language comprehension and production skills, and the cognitive consequences of bilingualism/multilingualism. Throughout the course, emphasis is given to understanding research methodologies used in psycholinguistic investigations.
Note: Students who have received credit for APLI 642 may not take this course for credit."
APLI,626,"Variationist Second Language Acquisition
","The acquisition of a second language is a process that is inherently variable due to factors such as the influence of the learner’s first language, the target language, extralinguistic variables, and other factors. This course examines the interplay of these variables, focusing on current research in variable second language acquisition and on the pedagogical implications and applications of this knowledge for second language teaching.
Note: Students who have received credit for this topic under an APLI 651 number may not take this course for credit."
APLI,627,"Individual Differences in Second Language Acquisition
","The course provides an overview of learners’ individual differences in cognitive, social, affective, and motivational variables and the role of those differences in second language teaching and learning. Course topics may include language aptitude, motivation, learning and cognitive styles, personality, and language learning strategies. The course offers a research-based framework for understanding how individual differences impact language learning for different learners in various learning contexts. 
Note: Students who have received credit for this topic under an APLI 651 number may not take this course for credit."
APLI,634,Cross-Linguistic Influence,"Prerequisite: APLI 604.
 This course provides an overview of different perspectives that have been taken on the ways previously learned languages affect the learning of subsequent languages. Topics include: the contrastive analysis and error analysis approaches; avoidance; markedness; selective, bidirectional, and conceptual transfer; and factors affecting cross-linguistic influence among trilingual and multilingual speakers. Throughout the course, the implications for language teaching of the theoretical perspectives and empirical findings are considered."
Cluster,B:,Focus on Language,Description not available
APLI,601,Phonological Aspects of Second Language Acquisition,"Prerequisite: APLI 604 (previously or concurrently).
 This course is an introduction to second language phonology, with emphasis on how theoretical knowledge and research can be applied to the teaching of pronunciation in traditional and computer-based environments. This course familiarizes students with the English sound system and associated phonetic phenomena, research in the development of second language phonology, and key concepts in phonemic representation, production and perception."
APLI,610,Teaching and Learning Second Language Vocabulary,"Prerequisite: APLI 604 (previously or concurrently).
 The course provides an overview of research perspectives on second language vocabulary acquisition. Topics include the characteristics of lexis, the structure of the mental lexicon, implicit and explicit learning, and issues in assessment. The course also outlines a research-informed approach to instruction: in addition to examining both old and new techniques for teaching vocabulary, it explores developments in corpus linguistics that are relevant to vocabulary instruction and materials design."
APLI,616,Pedagogical Grammar,"Prerequisite: APLI 604 (previously or concurrently).
 This course surveys the theoretical and empirical literature related to the teaching and learning of grammar in second language classrooms. Topics include the nature of pedagogical rules, the use of metalinguistic terminology, teachers’ knowledge and beliefs, learner characteristics, task types, and sequencing. Students also study a grammar structure in depth for which they subsequently develop, pilot, and critically evaluate a set of instructional materials."
APLI,636,"Language Awareness
","This course focuses on current research and practice in language awareness relating to language teaching and learning for a variety of learners in different contexts. Topics may include the learning of first, second and additional languages, language teaching methodology, language teacher education, attitudes towards language, cross-linguistic and cross-cultural awareness, and critical language awareness. Throughout the course, emphasis is placed on both the theoretical and practical implications of language awareness. 
Note: Students who have received credit for this topic under an APLI 651 number may not take this course for credit."
APLI,643,"Pragmatics and Second Language Acquisition
","The course provides an overview of pragmatics, which includes topics ranging from reference, implicature, presupposition, speech acts, information structure, and conversational structure. The course also provides a research-informed approach to the study of these topics in second language learning contexts, exploring developments in second language research that are relevant to the understanding of pragmatics."
Cluster,C: F,on Pedagogy,Description not available
